level_0,index,hatespeech,csType,counterspeech,predicted_counterspeech,source,uuid,prediction_mistralai-Mistral-7B-Instruct-v0.3_zeroshot_relevance,prediction_mistralai-Mistral-7B-Instruct-v0.3_zeroshot_coherence,prediction_mistralai-Mistral-7B-Instruct-v0.3_zeroshot_suitableness,prediction_mistralai-Mistral-7B-Instruct-v0.3_zeroshot_aggressiveness,prediction_mistralai-Mistral-7B-Instruct-v0.3_zeroshot_avg_score,prediction_gpt-4o_relevance,prediction_gpt-4o_coherence,prediction_gpt-4o_suitableness,prediction_gpt-4o_aggressiveness,prediction_gpt-4o_avg_score,prediction_meta-llama-Llama-3-8b-chat-hf_relevance,prediction_meta-llama-Llama-3-8b-chat-hf_coherence,prediction_meta-llama-Llama-3-8b-chat-hf_suitableness,prediction_meta-llama-Llama-3-8b-chat-hf_aggressiveness,prediction_meta-llama-Llama-3-8b-chat-hf_avg_score,prediction_mistralai-Mistral-7B-Instruct-v0.3_relevance,prediction_mistralai-Mistral-7B-Instruct-v0.3_coherence,prediction_mistralai-Mistral-7B-Instruct-v0.3_suitableness,prediction_mistralai-Mistral-7B-Instruct-v0.3_aggressiveness,prediction_mistralai-Mistral-7B-Instruct-v0.3_avg_score,prediction_meta-llama-Llama-3-8b-chat-hf_zeroshot_relevance,prediction_meta-llama-Llama-3-8b-chat-hf_zeroshot_coherence,prediction_meta-llama-Llama-3-8b-chat-hf_zeroshot_suitableness,prediction_meta-llama-Llama-3-8b-chat-hf_zeroshot_aggressiveness,prediction_meta-llama-Llama-3-8b-chat-hf_zeroshot_avg_score,prediction_gpt-4o_zeroshot_relevance,prediction_gpt-4o_zeroshot_aggressiveness,prediction_gpt-4o_zeroshot_coherence,prediction_gpt-4o_zeroshot_suitableness,prediction_gpt-4o_zeroshot_avg_score,rank_human_annotation,uuid_ranking,obscenity_(pred_cs),identity_attack_(pred_cs),insult_(pred_cs),"bleu_1_(pred_cs, cs)","bleu_2_(pred_cs, cs)","bleu_3_(pred_cs, cs)","bleu_4_(pred_cs, cs)","rouge_l_(pred_cs, cs)","rouge_1_(pred_cs, cs)","rouge_2_(pred_cs, cs)","meteor_score_(pred_cs, cs)","bert_score_(hs, pred_cs)",toxicity_(pred_cs),"pc_score_(hs, pred_cs)","negative_pc_score_(hs, pred_cs)","cd_score_(hs, pred_cs)",aq_score_(pred_cs),"pd_score(hs, pred_csv)","bert_score_(pred_cs, cs)"
77,82,Immigration is the root of all the ills of our world.,Questioning,Can you provide evidence to support the claim that immigration is solely responsible for all the problems the world is facing?,"what is about immigration and consent, to understand the scale of ending immigration rates humans from making the place of a few individuals.",GPS,176e3ab7-25bc-4070-bf9c-bbf5c06ff69f,3.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.3888888888888889,2.0,2.0,2.0,2.0,0.5,4.0,2.0,1.0,2.0,0.5555555555555556,2.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,0.3888888888888889,5.0,cd84cbaf-5e01-495a-a10a-8af4a5a9a073,2.0684481569333002e-05,0.00030330748995766044,0.00018819536489900202,0.043478260869565216,0.022944799369908148,0.0017801294569705641,0.0008965144728945958,0.15789473185595584,0.21052631080332423,0.0,0.11210762331838564,0.8551978,0.0009820187697187066,-0.022075563669204712,0.022075563669204712,0.9793012142181396,0.6467813849449158,1.0013767778873444,0.84857917
78,83,Immigration is the root of all the ills of our world.,Questioning,Can you provide evidence to support the claim that immigration is solely responsible for all the problems the world is facing?,Is it fair to blame an entire group of people for the actions of a few individuals? shouldn't we focus on promoting inclusivity and understanding instead?,QUARC,0bb309ea-6bdf-4f70-8d34-a02c3da7911e,5.0,5.0,3.0,2.0,0.8888888888888888,5.0,5.0,3.0,1.0,0.9444444444444444,4.0,4.0,3.0,1.0,0.8333333333333334,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,4.0,2.0,1.0,0.8333333333333334,5.0,1.0,4.0,3.0,0.8888888888888888,4.0,90ddfdd7-67ed-4f1b-9c93-7ec468ef5125,2.341774779779371e-05,9.421523282071576e-05,0.00012868779595009983,0.03846153846153846,0.022304849929445137,0.001665707920990872,0.0008384063202320724,0.13953487885343446,0.18604650676041115,0.0,0.11061946902654866,0.8526236,0.0005374553729780018,0.9960527956718579,-0.9960527956718579,0.4226440191268921,0.6035552024841309,-0.5734087765449658,0.8580011
79,84,Immigration is the root of all the ills of our world.,Questioning,Can you provide evidence to support the claim that immigration is solely responsible for all the problems the world is facing?,"Can you provide evidence to support your claim that immigration is the root cause of all the problems in our world? It seems like a sweeping generalization that overlooks the complexities of global issues. Are you suggesting that every issue, from economic inequality to climate change, can be solely attributed to immigration? Isn't it possible that there are multiple factors at play? And what about the positive contributions that immigrants make to society, such as cultural diversity and economic growth? Shouldn't we consider a more nuanced perspective that takes into account the benefits as well as the challenges of immigration?",GPT3.5_FS,6b5131b6-0cfe-4d7b-8d59-b5ff246c5d4d,5.0,5.0,3.0,2.0,0.8888888888888888,5.0,5.0,3.0,1.0,0.9444444444444444,4.0,4.0,3.0,2.0,0.7777777777777778,5.0,5.0,3.0,2.0,0.8888888888888888,5.0,5.0,2.0,2.0,0.8333333333333334,5.0,1.0,5.0,3.0,0.9444444444444444,2.0,d55b99df-87bb-4c5f-876d-343d3c275f67,2.0144232621532865e-05,0.00018912952509708703,0.00012466369662433863,0.010000000000000004,0.006072035325939853,0.0005097650078114292,0.00025528579900683124,0.2795698893513701,0.3010752656954562,0.16806722409434366,0.33935537057144016,0.8647102,0.0005202119937166572,0.5372476279735565,-0.5372476279735565,0.9639102220535278,0.8473020792007446,0.4266625940799713,0.9042797
80,85,Islam has no place in a modern nation.,Informative,"Muslims have coexisted with us for hundreds of years, we have no problem with muslims living here.","In a modern society, the majority of muslims are law-abiding citizens, and the vast majority of them are lawbreakers.",dialoGPT,9f213c84-aefe-46ba-8142-cc4abfe42086,2.0,2.0,1.0,3.0,0.3888888888888889,1.0,1.0,1.0,3.0,0.2777777777777778,2.0,2.0,1.0,4.0,0.3333333333333333,3.0,2.0,1.0,3.0,0.4444444444444444,2.0,2.0,1.0,3.0,0.3888888888888889,1.0,2.0,1.0,-1.0,0.2222222222222222,3.0,4e874ed9-01e6-4de0-9adc-eba9ffca25f1,0.00041132111800834537,0.12145433574914932,0.008103589527308941,0.05263157894736841,0.028628386536932077,0.002084907978555422,0.0010516792458199924,0.1379310294887041,0.1379310294887041,0.0,0.12953367875647667,0.8804078,0.10722359269857407,-0.9911804827861488,0.9911804827861488,0.9895115494728088,0.8183871507644653,1.9806920322589576,0.8663575
81,86,Islam has no place in a modern nation.,Informative,"Muslims have coexisted with us for hundreds of years, we have no problem with muslims living here.","I respectfully disagree with your statement. Islam, like any other religion, has a place in a modern nation. It is important to recognize that religious freedom is a fundamental human right, and every individual should have the right to practice their faith without discrimination.Furthermore, Islam has a rich history and has contributed significantly to various fields such as science, art, literature, and philosophy. Many Muslims have made remarkable contributions to society and have played important roles in shaping the modern world.It is also crucial to address the misconception that Islam is inherently incompatible with modern values. Islam, like any other religion, is diverse and encompasses a wide range of beliefs and interpretations. Many Muslims embrace modernity and actively contribute to the progress of their societies.Promoting inclusivity and understanding is essential for a harmonious and diverse society. Instead of excluding Islam, we should strive to foster dialogue and cooperation among different religious and cultural groups. By embracing diversity and respecting the rights of all individuals, we can build a more inclusive and tolerant nation.It is important to base our opinions on accurate information and not generalize an entire religion based on the actions of a few individuals. Let us strive for a society where people of all faiths can coexist peacefully and contribute to the betterment of our nation.",GPT3.5_FS,b53694ec-cfd3-4b94-b911-32dd8b9b487d,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,1.0,5.0,3.0,0.9444444444444444,1.0,064acd05-6347-442f-8f00-c8ec9a09c6c1,0.0002206351637141779,0.009229994378983974,0.0010206131264567375,0.009174311926605507,0.002954438026030355,0.0002522597891627174,0.00012621742400160954,0.0933333316408889,0.0933333316408889,0.009009007671455438,0.23451923556708745,0.8507942,0.009567352943122387,0.7837161719799042,-0.7837161719799042,0.9224696755409241,0.8489411473274231,0.1387535035610199,0.83550245
82,87,Islam has no place in a modern nation.,Informative,"Muslims have coexisted with us for hundreds of years, we have no problem with muslims living here.","society? islam is a good roots but by respecting us, in the world. islam has not provided in civilisation.",GPS,e23c7847-b4fd-45cb-a8b2-36af5477c4cb,3.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.3888888888888889,2.0,2.0,1.0,2.0,0.4444444444444444,2.0,2.0,1.0,2.0,0.4444444444444444,2.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,-1.0,0.2777777777777778,5.0,4a7478f9-89ff-4f8b-83e1-6e54089a2915,0.0001108346987166442,0.09445895999670029,0.0037504062056541443,0.05263157894736841,0.031043414975458532,0.0022420380260154173,0.0011319026927456473,0.0,0.0,0.0,0.10309278350515465,0.86102974,0.07415002584457397,-0.958292487077415,0.958292487077415,0.8306183815002441,0.6396912932395935,1.7889108685776591,0.84224886
83,88,Islam has no place in a modern nation.,Informative,"Muslims have coexisted with us for hundreds of years, we have no problem with muslims living here.","Islam is a modern nation with a modern constitution. islam is a religion of peace, compassion, and respect for all individuals, regardless of their religious background.",QUARC,bbdb0f5a-2adb-4612-8f6e-da9651bf6831,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,1.0,2.0,1.0,0.6666666666666666,5.0,2.0,2.0,1.0,0.7222222222222222,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,2.0,2.0,1.0,0.7222222222222222,4.0,1.0,2.0,3.0,0.7222222222222222,4.0,77e22a4e-ec01-4a0e-8d64-4d947b901d70,0.00010979110084008425,0.046055831015110016,0.0020403924863785505,0.03846153846153846,0.020385450812519145,0.0015358978188392436,0.0007725751076691374,0.17647058339100358,0.17647058339100358,0.0,0.1485148514851485,0.88838303,0.03500599041581154,-0.9986686391057447,0.9986686391057447,0.9881885647773743,0.843955934047699,1.986857203883119,0.85207844
84,89,Islam has no place in a modern nation.,Informative,"Muslims have coexisted with us for hundreds of years, we have no problem with muslims living here.","While I understand that you may hold certain beliefs or concerns, it is important to address the statement you made regarding Islam not having a place in a modern nation. It is crucial to approach this topic with accurate information and an open mind.Firstly, it is essential to recognize that Islam, like any other religion, is a diverse and multifaceted faith with millions of followers worldwide. To claim that it has no place in a modern nation disregards the fact that Islam is practiced by a significant portion of the global population, including individuals who contribute to various aspects of society, such as education, science, arts, and politics.Furthermore, it is important to note that modern nations are built on principles of inclusivity, diversity, and respect for individual rights. These principles extend to religious freedom, which allows individuals to practice their faith without discrimination. By excluding Islam from a modern nation, we would be going against these fundamental values and denying individuals their right to religious expression.It is also crucial to challenge the assumption that Islam is incompatible with modernity. Many Muslim-majority countries have made significant advancements in various fields, including technology, medicine, and education. Islam itself promotes values such as justice, compassion, and respect for human rights, which are compatible with modern democratic principles.Additionally",GPT3.5_ZS,7dbc63b5-44c7-4548-9a43-e18d61c3c7c5,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,4.0,2.0,1.0,0.8333333333333334,5.0,1.0,4.0,3.0,0.8888888888888888,2.0,ab5eef49-b9c9-4771-98de-52e7199933c5,0.00012042689195368439,0.006468213628977537,0.0007529361755587161,0.00934579439252336,0.0029449391167861282,0.00025150756538772214,0.00012584074934855941,0.07947019699311439,0.07947019699311439,0.0,0.13381995133819952,0.84943104,0.007587280590087175,0.8182344883680344,-0.8182344883680344,0.9733459949493408,0.8607445359230042,0.15511150658130646,0.81851214
85,90,"Islam is a religion that promotes rape, torture and murder.",Positive,"This is just scaremongering and misinformation, being spread to divide our people and divide us up. we should not be being terrorised by this kind of irrational fear.","We are all human beings with the same rights, and it is important to approach this topic with empathy and respect. islam, like any other religion, is diverse and promotes peace and compassion.",QUARC,b6628f2a-35a4-4307-b357-8466f9ffdc53,4.0,4.0,3.0,1.0,0.8333333333333334,5.0,4.0,3.0,1.0,0.8888888888888888,4.0,2.0,3.0,1.0,0.7222222222222222,4.0,4.0,3.0,1.0,0.8333333333333334,4.0,3.0,2.0,1.0,0.7222222222222222,4.0,1.0,3.0,3.0,0.7777777777777778,5.0,87b2be2a-c1d8-4753-b8f9-61f5117c5eca,6.517076690215617e-05,0.015119101852178574,0.0010409499518573284,0.0,0.018549310560048504,0.0013835514136915212,0.0006954358957708709,0.19230768733727824,0.19230768733727824,0.0,0.1892744479495268,0.87774044,0.01433734130114317,-0.9741608733311296,0.9741608733311296,0.9763169288635254,0.85683274269104,1.950477802194655,0.8479949
86,91,"Islam is a religion that promotes rape, torture and murder.",Positive,"This is just scaremongering and misinformation, being spread to divide our people and divide us up. we should not be being terrorised by this kind of irrational fear.","I understand that you may have concerns about islam, but it's important to remember that generalizations can be misleading. it's crucial to avoid making sweeping assumptions about an entire religion or its followers based on stereotypes. let's focus on promoting understanding and dialogue instead of spreading hate. if you have any questions or want to learn more about israel, i'm here to help. let us engage in a respectful conversation where we can share our perspectives and learn from each other.",dialoGPT,655d6dfd-2ab1-49e4-ae9d-b7772b81af3c,4.0,4.0,3.0,1.0,0.8333333333333334,5.0,4.0,3.0,1.0,0.8888888888888888,4.0,4.0,2.0,1.0,0.7777777777777778,4.0,4.0,3.0,1.0,0.8333333333333334,4.0,4.0,2.0,1.0,0.7777777777777778,5.0,1.0,4.0,3.0,0.8888888888888888,3.0,2a5336b3-caea-4484-974d-41ba5713a052,5.82999964535702e-05,0.012460199184715748,0.0012020389549434185,0.02469135802469135,0.00792034174389765,0.0006260685561516789,0.00031366667055680083,0.13333332942222234,0.15555555164444454,0.0,0.21798365122615804,0.84283954,0.014672387391328812,0.8595485761761665,-0.8595485761761665,0.9529104828834534,0.8194057941436768,0.09336190670728683,0.8402451
87,92,"Islam is a religion that promotes rape, torture and murder.",Positive,"This is just scaremongering and misinformation, being spread to divide our people and divide us up. we should not be being terrorised by this kind of irrational fear.","Islam is a peaceful and diverse religion that promotes love, compassion, and respect. spreading hatred and stereotypes only fuels division and harm in society.",GPS,5a951d76-41df-4989-aef4-85845f439924,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,5.0,3.0,2.0,0.8888888888888888,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,1.0,4.0,3.0,0.8888888888888888,4.0,55287929-897b-4e46-bdef-04f738e22ac9,0.0002259922184748575,0.26510700583457947,0.01673797518014908,0.041666666666666664,0.02106887160537669,0.0016143007013440223,0.0008123243913814474,0.0888888839111114,0.0888888839111114,0.0,0.11400651465798045,0.9101026,0.22992072999477386,-0.9873103101272136,0.9873103101272136,0.9949036836624146,0.8991608023643494,1.9822139937896281,0.8597373
88,93,"Islam is a religion that promotes rape, torture and murder.",Positive,"This is just scaremongering and misinformation, being spread to divide our people and divide us up. we should not be being terrorised by this kind of irrational fear.","I understand that you may have concerns or misconceptions about Islam, but it is important to approach this topic with empathy and understanding. Islam, like any other religion, promotes peace, compassion, and justice. It is unfair and inaccurate to generalize and associate it with acts of violence.It is crucial to remember that individuals who commit heinous acts in the name of any religion do not represent the beliefs and teachings of the entire faith. Just as there are extremists in any religion, there are also countless Muslims who strive to live their lives in accordance with the values of love, respect, and kindness.By engaging in dialogue and seeking to understand the diverse perspectives within Islam, we can foster mutual respect and bridge the gap between different communities. Let us focus on promoting unity, tolerance, and education, rather than perpetuating stereotypes and division.If you have any questions or would like to learn more about Islam, I am here to provide accurate information and engage in a respectful conversation. Together, we can work towards a more inclusive and harmonious society.",GPT3.5_ZS,04e58de5-7e88-4daf-8821-c9e412062157,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,5.0,2.0,1.0,0.8888888888888888,5.0,1.0,5.0,3.0,0.9444444444444444,1.0,ed3a7285-7e06-482d-b43e-1ca539f037d3,0.00022284513397607952,0.009573422372341156,0.001012421096675098,0.022471910112359546,0.00379446207354816,0.00031232508951287917,0.00015630147940479943,0.12328766848564465,0.13698629862263093,0.0,0.1886792452830189,0.8482332,0.009902064688503742,-0.34846261143684387,0.34846261143684387,0.972660481929779,0.8891909718513489,1.321123093366623,0.8337019
89,94,"Islam is a religion that promotes rape, torture and murder.",Positive,"This is just scaremongering and misinformation, being spread to divide our people and divide us up. we should not be being terrorised by this kind of irrational fear.","I understand that there may be concerns or misunderstandings about Islam, but it is important to approach this topic with empathy and respect. Islam, like any other religion, promotes peace, compassion, and justice. It is not fair or accurate to generalize and associate it with acts of violence. It is crucial to engage in dialogue and learn from each other's perspectives to foster understanding and harmony among different communities.",GPT3.5_FS,67df8b06-674d-4a6c-a090-63184631a855,5.0,5.0,3.0,2.0,0.8888888888888888,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,4.0,3.0,1.0,0.8888888888888888,4.0,4.0,3.0,1.0,0.8333333333333334,5.0,4.0,2.0,1.0,0.8333333333333334,5.0,1.0,5.0,3.0,0.9444444444444444,2.0,ef358c0f-5799-42b6-95ca-488c5e164a06,6.214927270775661e-05,0.01823747716844082,0.001156106241978705,0.0144927536231884,0.009108610149021241,0.0006988428959879987,0.00035022656653776427,0.17948717522682459,0.17948717522682459,0.0,0.21008403361344538,0.8646041,0.01687200553715229,-0.8049900233745575,0.8049900233745575,0.9780982732772827,0.8617833256721497,1.7830882966518402,0.8465695
90,95,"Islam is a sickness and a cancer on the European continent, it should be banned",Denouncing,"Islam is a religion, no one is forcing anyone to believe in it. it's not a sickness or a cancer.","I denounce the offensive claim that islam is a cancer on the african continent. islam, like any other religion, has diverse followers and contributes to the rich cultural and historical fabric of africa. let's promote unity and understanding instead of spreading hate.",GPS,ca964fee-3b89-4d91-ab81-d85ec21fd5d3,4.0,4.0,3.0,2.0,0.7777777777777778,3.0,3.0,3.0,1.0,0.7222222222222222,1.0,3.0,2.0,2.0,0.5,4.0,4.0,3.0,2.0,0.7777777777777778,2.0,4.0,2.0,2.0,0.6111111111111112,4.0,1.0,4.0,3.0,0.8333333333333334,5.0,d1d4f861-9f6e-41b0-94da-21c1e0f6ae81,0.000543559028301388,0.39457204937934875,0.054240137338638306,0.047619047619047616,0.012543465763780466,0.0010541978600755184,0.0005290955168939632,0.22222221790809338,0.22222221790809338,0.0999999956722224,0.2929133858267716,0.8803046,0.3548665940761566,0.9982318180263974,-0.9982318180263974,0.9872370958328247,0.7183146476745605,-0.01099472219357267,0.8740758
91,96,"Islam is a sickness and a cancer on the European continent, it should be banned",Denouncing,"Islam is a religion, no one is forcing anyone to believe in it. it's not a sickness or a cancer.","This statement is offensive and promotes discrimination. it is essential to promote understanding and respect for all individuals, regardless of their religion.",QUARC,2b8e80d3-868f-4520-b7f9-120ba9ea42ee,4.0,3.0,3.0,2.0,0.7222222222222222,5.0,4.0,3.0,1.0,0.8888888888888888,4.0,2.0,3.0,1.0,0.7222222222222222,4.0,3.0,3.0,2.0,0.7222222222222222,3.0,2.0,2.0,1.0,0.6111111111111112,5.0,1.0,4.0,3.0,0.8888888888888888,2.0,15844792-aea0-4e1a-857d-d17d724da9f1,2.8468866730690934e-05,0.000610172632150352,0.0008174575050361454,0.0,0.01841583297925648,0.0016060676630486794,0.0008081486966932848,0.10810810314097904,0.16216215719503302,0.0,0.17241379310344826,0.86162513,0.004301680717617273,0.9746837243437767,-0.9746837243437767,0.8692522644996643,0.7465563416481018,-0.1054314598441124,0.86727864
92,97,"Islam is a sickness and a cancer on the European continent, it should be banned",Denouncing,"Islam is a religion, no one is forcing anyone to believe in it. it's not a sickness or a cancer.",Spreading narrow-minded views about an entire religion only fuels prejudice and division. Let's work towards building bridges of understanding and tolerance among different communities.,GPT3.5_ZS,,4.0,4.0,3.0,1.0,0.8333333333333334,5.0,5.0,3.0,1.0,0.9444444444444444,5.0,4.0,3.0,1.0,0.8888888888888888,4.0,4.0,3.0,2.0,0.7777777777777778,5.0,4.0,3.0,1.0,0.8888888888888888,5.0,1.0,5.0,3.0,0.9444444444444444,3.0,0dcd0489-ab73-4eea-be72-3dc7548842dc,2.297835635545198e-05,0.00023188356135506183,0.00025874050334095955,0.0,0.017239037151811486,0.0014390845726081271,0.0007235397434501974,0.0,0.0,0.0,0.06437768240343347,0.8471216,0.0010977392084896564,0.9992225003952626,-0.9992225003952626,0.716164231300354,0.7340390086174011,-0.2830582690949086,0.85568863
93,98,"Islam is a sickness and a cancer on the European continent, it should be banned",Denouncing,"Islam is a religion, no one is forcing anyone to believe in it. it's not a sickness or a cancer.",Only someone with a closed mind would label an entire religious community as violent. It's time to educate yourself and promote understanding rather than perpetuating harmful stereotypes.,dialoGPT,,4.0,4.0,3.0,2.0,0.7777777777777778,5.0,4.0,3.0,1.0,0.8888888888888888,4.0,4.0,3.0,1.0,0.8333333333333334,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,4.0,2.0,1.0,0.8333333333333334,5.0,1.0,4.0,3.0,0.8888888888888888,4.0,860c4e31-b7fe-4c2b-a3b3-118d73e5975c,0.00013800633314531296,0.008166751824319363,0.014616458676755428,0.037037037037037035,0.016533625361288395,0.0014200398569872827,0.0007138998188132792,0.13636363162190102,0.13636363162190102,0.0,0.18067325800376646,0.84519833,0.05025318264961243,0.9943321112077683,-0.9943321112077683,0.9459378719329834,0.7161146402359009,-0.04839423927478492,0.86011255
94,99,"Islam is a sickness and a cancer on the European continent, it should be banned",Denouncing,"Islam is a religion, no one is forcing anyone to believe in it. it's not a sickness or a cancer.",Your characterization of all Muslims as violent is both ignorant and harmful. Let's reject stereotypes and strive for a more inclusive and harmonious society.,GPT3.5_FS,,4.0,4.0,3.0,2.0,0.7777777777777778,5.0,5.0,3.0,1.0,0.9444444444444444,4.0,4.0,2.0,1.0,0.7777777777777778,5.0,4.0,3.0,2.0,0.8333333333333334,3.0,4.0,2.0,1.0,0.7222222222222222,5.0,1.0,4.0,3.0,0.8888888888888888,1.0,aa5b3a70-24a1-46be-8f20-ae7586fa5b90,0.004894164390861988,0.4919005334377289,0.837655246257782,0.041666666666666664,0.019276945365826588,0.0016310470339833255,0.000820819124244855,0.10256409764628557,0.10256409764628557,0.0,0.10729613733905578,0.86599714,0.9216791987419128,0.9995450036367401,-0.9995450036367401,0.9890979528427124,0.7058273553848267,-0.010447050794027746,0.86646557
95,100,Islam is irrational and incompatible with science.,Denouncing,Think before you say something without factual knowledge. we use arabic numbers.,Advocating for the deportation of all Muslims is discriminatory and unjust. Let's reject bigotry and promote understanding and acceptance for all.,GPT3.5_ZS,,2.0,2.0,0.0,3.0,0.3333333333333333,5.0,3.0,3.0,1.0,0.8333333333333334,2.0,2.0,2.0,1.0,0.5555555555555556,2.0,2.0,2.0,2.0,0.5,2.0,2.0,3.0,1.0,0.6111111111111112,2.0,1.0,2.0,3.0,0.6111111111111112,1.0,cb597455-641a-48c9-be05-bbb691ec8741,0.00044784892816096544,0.14400136470794678,0.006659641396254301,0.0,0.02183342928473383,0.0017401166931540477,0.0008761855180317912,0.0,0.0,0.0,0.06711409395973154,0.8700597,0.1203470304608345,0.9992492558376398,-0.9992492558376398,0.9921674132347107,0.7656607627868652,-0.0070818426029291,0.8389199
96,101,Islam is irrational and incompatible with science.,Denouncing,Think before you say something without factual knowledge. we use arabic numbers.,"i understand that you may have some concerns about islam, but it's important to approach this topic with empathy and understanding. it's important to remember that what is not practise their lack in science instead for our problems,",GPS,9407bfd5-2de5-43e3-a812-86b3b6f4a2f0,3.0,3.0,1.0,1.0,0.6111111111111112,1.0,1.0,1.0,1.0,0.3888888888888889,2.0,2.0,2.0,1.0,0.5555555555555556,3.0,2.0,1.0,2.0,0.5,2.0,2.0,2.0,1.0,0.5555555555555556,1.0,1.0,1.0,1.0,0.3888888888888889,2.0,a991898c-9c2d-444c-a1c5-bdd4b726578d,5.132441583555192e-05,0.01741867884993553,0.0012328745797276497,0.026315789473684213,0.015071360210910172,0.0011925612519568412,0.0005989074128770039,0.043478257013232866,0.043478257013232866,0.0,0.059880239520958084,0.8608893,0.017550207674503326,0.5910808593034744,-0.5910808593034744,0.8900246620178223,0.7429040670394897,0.29894380271434784,0.84152925
97,102,Islam is irrational and incompatible with science.,Denouncing,Think before you say something without factual knowledge. we use arabic numbers.,Is it fair to generalize an entire religion based on the actions and beliefs of a few individuals?,QUARC,0f63c48c-9223-4ce4-915b-00f338ad4233,5.0,4.0,3.0,2.0,0.8333333333333334,5.0,3.0,3.0,1.0,0.8333333333333334,3.0,3.0,2.0,1.0,0.6666666666666666,5.0,4.0,3.0,2.0,0.8333333333333334,4.0,3.0,2.0,1.0,0.7222222222222222,4.0,1.0,3.0,2.0,0.7222222222222222,4.0,92ba0046-0a43-40d6-bffb-cf21e5b54279,1.9570756194298156e-05,0.00018167722737416625,0.00012788288586307317,0.05555555555555554,0.029464934319824984,0.002388003895140923,0.0012065703891238346,0.0,0.0,0.0,0.0,0.8585966,0.000568847986869514,-0.9961809660308063,0.9961809660308063,0.896355152130127,0.7562360167503357,1.8925361181609333,0.8447107
98,103,Islam is irrational and incompatible with science.,Denouncing,Think before you say something without factual knowledge. we use arabic numbers.,Denying Muslims a place in society is contrary to principles of equality and justice. Let's strive for inclusivity and respect for all individuals.,GPT3.5_FS,,2.0,2.0,2.0,2.0,0.5,4.0,2.0,3.0,1.0,0.7222222222222222,2.0,2.0,2.0,1.0,0.5555555555555556,2.0,2.0,3.0,1.0,0.6111111111111112,3.0,2.0,2.0,1.0,0.6111111111111112,2.0,1.0,3.0,3.0,0.6666666666666666,3.0,0a99cf9f-fcea-438a-8bf3-6b890e72b28b,0.0006414072122424841,0.20710350573062897,0.007331893779337406,0.043478260869565216,0.020584849713943285,0.0017304189658709501,0.0008712598989000591,0.0,0.0,0.0,0.06622516556291391,0.8706062,0.16928917169570923,0.997784276958555,-0.997784276958555,0.9947382807731628,0.7701655626296997,-0.0030459961853921413,0.8374364
99,104,Islam is irrational and incompatible with science.,Denouncing,Think before you say something without factual knowledge. we use arabic numbers.,Using fear-mongering to advocate for the exclusion of Muslims is harmful and unjust. Let's promote empathy and understanding for all individuals.,dialoGPT,,2.0,2.0,3.0,2.0,0.5555555555555556,3.0,3.0,3.0,1.0,0.7222222222222222,2.0,2.0,3.0,1.0,0.6111111111111112,3.0,3.0,2.0,2.0,0.6111111111111112,3.0,2.0,2.0,1.0,0.6111111111111112,4.0,1.0,3.0,3.0,0.7777777777777778,5.0,545c49c7-87f8-49e6-a2ea-4ac2fc77bbd4,0.0004332374664954841,0.11388947069644928,0.004715383052825928,0.0,0.021549140319568453,0.0017598739823616691,0.0008862222554035545,0.0,0.0,0.0,0.10067114093959731,0.8720732,0.08830378204584122,0.9988260666723363,-0.9988260666723363,0.886310875415802,0.764079213142395,-0.11251519125653431,0.85009736
